Dt1,Machine,7 Hour Count,Actual Tonnes1,Nominal Capacity1,Rolling Average,Rolling Average %
2015-09-11 22:00,SR1,4500,4500,4,4195.142857,0.067746032
2015-09-11 23:00,SR1,4500,4500,5,4428.285714,0.015936508
2015-09-12 0:00,SR1,4500,4500,6,4443.285714,0.012603175
2015-09-12 1:00,SR1,4500,3679,7,4382.714286,0.026063492
2015-09-12 2:00,SR1,4500,4500,1,4382.714286,0.026063492
2015-09-12 3:00,SR1,4500,4478,2,4379.571429,0.026761905
2015-09-12 4:00,SR1,4500,4349,3,4358,0.031555556
2015-09-12 5:00,SR1,4500,4500,4,4358,0.031555556
2015-09-12 6:00,SR1,4500,4500,5,4358,0.031555556
2015-09-12 7:00,SR1,4500,4500,6,4358,0.031555556
2015-09-12 8:00,SR1,4500,4500,7,4475.285714,0.005492063
2015-09-12 9:00,SR1,4500,4500,1,4475.285714,0.005492063
2015-09-12 10:00,SR1,4500,4292,2,4448.714286,0.011396825
2015-09-12 11:00,SR1,4500,4161,3,4421.857143,0.017365079
2015-09-12 12:00,SR1,4500,4500,4,4421.857143,0.017365079
2015-09-12 13:00,SR1,4500,4500,5,4421.857143,0.017365079
2015-09-12 14:00,SR1,4500,4092,6,4363.571429,0.03031746
2015-09-12 15:00,SR1,4500,4495,7,4362.857143,0.03047619
2015-09-12 16:00,SR1,4500,4500,1,4362.857143,0.03047619
2015-09-12 17:00,SR1,4500,4500,2,4392.571429,0.023873016
2015-09-12 18:00,SR1,4500,4500,3,4441,0.013111111
2015-09-12 19:00,SR1,4500,4045,4,4376,0.027555556
2015-09-12 20:00,SR1,4500,3684,5,4259.428571,0.053460317
2015-09-12 21:00,SR1,4500,4500,6,4317.714286,0.040507937
2015-09-12 22:00,SR1,4500,4500,7,4318.428571,0.040349206
2015-09-12 23:00,SR1,4500,4500,1,4318.428571,0.040349206
2015-09-13 0:00,SR1,4500,0,2,3675.571429,0.183206349
2015-09-13 1:00,SR1,4500,0,3,3032.714286,0.326063492
2015-09-13 2:00,SR1,4500,0,4,2454.857143,0.45447619
2015-09-13 3:00,SR1,4500,0,5,1928.571429,0.571428571
2015-09-13 4:00,SR1,4500,0,6,1285.714286,0.714285714
2015-09-13 5:00,SR1,4500,0,7,642.8571429,0.857142857
2015-09-13 6:00,SR1,4500,0,1,0,1
2015-09-13 7:00,SR1,4500,0,2,0,1
2015-09-13 8:00,SR1,4500,0,3,0,1
2015-09-13 9:00,SR1,4500,0,4,0,1
2015-09-13 10:00,SR1,4500,0,5,0,1
2015-09-13 11:00,SR1,4500,0,6,0,1
2015-09-13 12:00,SR1,4500,0,7,0,1
2015-09-13 13:00,SR1,4500,0,1,0,1
2015-09-13 14:00,SR1,4500,0,2,0,1
2015-09-13 15:00,SR1,4500,0,3,0,1
2015-09-13 16:00,SR1,4500,0,4,0,1
2015-09-13 17:00,SR1,4500,0,5,0,1
2015-09-13 18:00,SR1,4500,0,6,0,1
2015-09-13 19:00,SR1,4500,0,7,0,1
2015-09-13 20:00,SR1,4500,0,1,0,1
2015-09-13 21:00,SR1,4500,0,2,0,1
2015-09-13 22:00,SR1,4500,0,3,0,1
2015-09-13 23:00,SR1,4500,0,4,0,1
2015-09-14 0:00,SR1,4500,0,5,0,1
2015-09-14 1:00,SR1,4500,0,6,0,1
2015-09-14 2:00,SR1,4500,0,7,0,1
2015-09-14 3:00,SR1,4500,0,1,0,1
2015-09-14 4:00,SR1,4500,0,2,0,1
2015-09-14 5:00,SR1,4500,0,3,0,1
2015-09-14 6:00,SR1,4500,0,4,0,1
2015-09-14 7:00,SR1,4500,0,5,0,1
2015-09-14 8:00,SR1,4500,0,6,0,1
2015-09-14 9:00,SR1,4500,0,7,0,1
2015-09-14 10:00,SR1,4500,0,1,0,1
2015-09-14 11:00,SR1,4500,0,2,0,1
2015-09-14 12:00,SR1,4500,0,3,0,1
2015-09-14 13:00,SR1,4500,0,4,0,1
2015-09-14 14:00,SR1,4500,0,5,0,1
2015-09-14 15:00,SR1,4500,0,6,0,1
2015-09-14 16:00,SR1,4500,0,7,0,1
2015-09-14 17:00,SR1,4500,0,1,0,1
2015-09-14 18:00,SR1,4500,0,2,0,1
2015-09-14 19:00,SR1,4500,0,3,0,1
2015-09-14 20:00,SR1,4500,0,4,0,1
2015-09-14 21:00,SR1,4500,0,5,0,1
2015-09-14 22:00,SR1,4500,0,6,0,1
2015-09-14 23:00,SR1,4500,0,7,0,1
2015-09-15 0:00,SR1,4500,0,1,0,1
2015-09-15 1:00,SR1,4500,0,2,0,1
2015-09-15 2:00,SR1,4500,0,3,0,1
2015-09-15 3:00,SR1,4500,0,4,0,1
2015-09-15 4:00,SR1,4500,0,5,0,1
2015-09-15 5:00,SR1,4500,0,6,0,1
2015-09-15 6:00,SR1,4500,0,7,0,1
2015-09-15 7:00,SR1,4500,0,1,0,1
2015-09-15 8:00,SR1,4500,0,2,0,1
2015-09-15 9:00,SR1,4500,0,3,0,1
2015-09-15 10:00,SR1,4500,0,4,0,1
2015-09-15 11:00,SR1,4500,0,5,0,1
2015-09-15 12:00,SR1,4500,0,6,0,1
2015-09-15 13:00,SR1,4500,0,7,0,1
2015-09-15 14:00,SR1,4500,0,1,0,1
2015-09-15 15:00,SR1,4500,0,2,0,1
2015-09-15 16:00,SR1,4500,0,3,0,1
2015-09-15 17:00,SR1,4500,0,4,0,1
2015-09-15 18:00,SR1,4500,0,5,0,1
2015-09-15 19:00,SR1,4500,0,6,0,1
2015-09-15 20:00,SR1,4500,0,7,0,1
2015-09-15 21:00,SR1,4500,0,1,0,1
2015-09-15 22:00,SR1,4500,0,2,0,1
2015-09-15 23:00,SR1,4500,0,3,0,1
2015-09-16 0:00,SR1,4500,0,4,0,1
2015-09-16 1:00,SR1,4500,0,5,0,1
2015-09-16 2:00,SR1,4500,0,6,0,1
2015-09-16 3:00,SR1,4500,0,7,0,1
2015-09-16 4:00,SR1,4500,0,1,0,1
2015-09-16 5:00,SR1,4500,0,2,0,1
2015-09-16 6:00,SR1,4500,0,3,0,1
2015-09-16 7:00,SR1,4500,0,4,0,1
2015-09-16 8:00,SR1,4500,0,5,0,1
2015-09-16 9:00,SR1,4500,0,6,0,1
2015-09-16 10:00,SR1,4500,0,7,0,1
2015-09-16 11:00,SR1,4500,0,1,0,1
2015-09-16 12:00,SR1,4500,0,2,0,1
2015-09-16 13:00,SR1,4500,0,3,0,1
2015-09-16 14:00,SR1,4500,0,4,0,1
2015-09-16 15:00,SR1,4500,0,5,0,1
2015-09-16 16:00,SR1,4500,0,6,0,1
2015-09-16 17:00,SR1,4500,0,7,0,1
2015-09-16 18:00,SR1,4500,0,1,0,1
2015-09-16 19:00,SR1,4500,0,2,0,1
2015-09-16 20:00,SR1,4500,0,3,0,1
2015-09-16 21:00,SR1,4500,0,4,0,1
2015-09-16 22:00,SR1,4500,0,5,0,1
2015-09-16 23:00,SR1,4500,0,6,0,1
2015-09-17 0:00,SR1,4500,3888,7,555.4285714,0.876571429
2015-09-17 1:00,SR1,4500,4500,1,1198.285714,0.733714286
2015-09-17 2:00,SR1,4500,4500,2,1841.142857,0.590857143
2015-09-17 3:00,SR1,4500,4500,3,2484,0.448
2015-09-17 4:00,SR1,4500,4500,4,3126.857143,0.305142857
2015-09-17 5:00,SR1,4500,4003,5,3698.714286,0.178063492
2015-09-17 6:00,SR1,4500,4500,6,4341.571429,0.035206349
2015-09-17 7:00,SR1,4500,4500,7,4429,0.015777778
2015-09-17 8:00,SR1,4500,4500,1,4429,0.015777778
2015-09-17 9:00,SR1,4500,4061,2,4366.285714,0.029714286
2015-09-17 10:00,SR1,4500,4500,3,4366.285714,0.029714286
2015-09-17 11:00,SR1,4500,4325,4,4341.285714,0.035269841
2015-09-17 12:00,SR1,4500,4165,5,4364.428571,0.030126984
2015-09-17 13:00,SR1,4500,4500,6,4364.428571,0.030126984
2015-09-17 14:00,SR1,4500,4500,7,4364.428571,0.030126984
2015-09-17 15:00,SR1,4500,4270,1,4331.571429,0.037428571
2015-09-17 16:00,SR1,4500,4384,2,4377.714286,0.027174603
2015-09-17 17:00,SR1,4500,4500,3,4377.714286,0.027174603
2015-09-17 18:00,SR1,4500,4500,4,4402.714286,0.021619048
2015-09-17 19:00,SR1,4500,4491,5,4449.285714,0.011269841
2015-09-17 20:00,SR1,4500,4500,6,4449.285714,0.011269841
2015-09-17 21:00,SR1,4500,4062,7,4386.714286,0.025174603
2015-09-17 22:00,SR1,4500,4443,1,4411.428571,0.01968254
2015-09-17 23:00,SR1,4500,4499,2,4427.857143,0.016031746
2015-09-18 0:00,SR1,4500,4500,3,4427.857143,0.016031746
2015-09-18 1:00,SR1,4500,4500,4,4427.857143,0.016031746
2015-09-18 2:00,SR1,4500,4500,5,4429.142857,0.015746032
2015-09-18 3:00,SR1,4500,4500,6,4429.142857,0.015746032
2015-09-18 4:00,SR1,4500,4500,7,4491.714286,0.00184127
2015-09-18 5:00,SR1,4500,3941,1,4420,0.017777778
2015-09-18 6:00,SR1,4500,3844,2,4326.428571,0.038571429
2015-09-18 7:00,SR1,4500,4483,3,4324,0.039111111
2015-09-18 8:00,SR1,4500,4500,4,4324,0.039111111
2015-09-18 9:00,SR1,4500,4192,5,4280,0.048888889
2015-09-18 10:00,SR1,4500,4137,6,4228.142857,0.060412698
2015-09-18 11:00,SR1,4500,4500,7,4228.142857,0.060412698
2015-09-18 12:00,SR1,4500,4500,1,4308,0.042666667
2015-09-18 13:00,SR1,4500,4214,2,4360.857143,0.030920635
2015-09-18 14:00,SR1,4500,4500,3,4363.285714,0.030380952
2015-09-18 15:00,SR1,4500,4370,4,4344.714286,0.034507937
2015-09-18 16:00,SR1,4500,4204,5,4346.428571,0.034126984
2015-09-18 17:00,SR1,4500,4500,6,4398.285714,0.022603175
2015-09-18 18:00,SR1,4500,4500,7,4398.285714,0.022603175
2015-09-18 19:00,SR1,4500,4106,1,4342,0.035111111
2015-09-18 20:00,SR1,4500,4500,2,4382.857143,0.026031746
2015-09-18 21:00,SR1,4500,4167,3,4335.285714,0.036603175
2015-09-18 22:00,SR1,4500,4341,4,4331.142857,0.03752381
2015-09-18 23:00,SR1,4500,3985,5,4299.857143,0.04447619
2015-09-19 0:00,SR1,4500,4500,6,4299.857143,0.04447619
2015-09-19 1:00,SR1,4500,4500,7,4299.857143,0.04447619
2015-09-19 2:00,SR1,4500,4457,1,4350,0.033333333
2015-09-19 3:00,SR1,4500,4500,2,4350,0.033333333
2015-09-19 4:00,SR1,4500,4500,3,4397.571429,0.022761905
2015-09-19 5:00,SR1,4500,4500,4,4420.285714,0.017714286
2015-09-19 6:00,SR1,4500,4500,5,4493.857143,0.001365079
2015-09-19 7:00,SR1,4500,4269,6,4460.857143,0.008698413
2015-09-19 8:00,SR1,4500,4500,7,4460.857143,0.008698413
2015-09-19 9:00,SR1,4500,4165,1,4419.142857,0.017968254
2015-09-19 10:00,SR1,4500,4500,2,4419.142857,0.017968254
2015-09-19 11:00,SR1,4500,3642,3,4296.571429,0.045206349
2015-09-19 12:00,SR1,4500,3731,4,4186.714286,0.069619048
2015-09-19 13:00,SR1,4500,4363,5,4167.142857,0.073968254
2015-09-19 14:00,SR1,4500,4500,6,4200.142857,0.066634921
2015-09-19 15:00,SR1,4500,4500,7,4200.142857,0.066634921
2015-09-19 16:00,SR1,4500,4487,1,4246.142857,0.056412698
2015-09-19 17:00,SR1,4500,4274,2,4213.857143,0.063587302
2015-09-19 18:00,SR1,4500,4500,3,4336.428571,0.036349206
2015-09-19 19:00,SR1,4500,4500,4,4446.285714,0.011936508
2015-09-19 20:00,SR1,4500,4500,5,4465.857143,0.007587302
2015-09-19 21:00,SR1,4500,4500,6,4465.857143,0.007587302
2015-09-19 22:00,SR1,4500,4364,7,4446.428571,0.011904762
2015-09-19 23:00,SR1,4500,4325,1,4423.285714,0.017047619
2015-09-20 0:00,SR1,4500,4500,2,4455.571429,0.009873016
2015-09-20 1:00,SR1,4500,4500,3,4455.571429,0.009873016
2015-09-20 2:00,SR1,4500,4059,4,4392.571429,0.023873016
2015-09-20 3:00,SR1,4500,4500,5,4392.571429,0.023873016
2015-09-20 4:00,SR1,4500,3826,6,4296.285714,0.045269841
2015-09-20 5:00,SR1,4500,4500,7,4315.714286,0.040952381
2015-09-20 6:00,SR1,4500,4149,1,4290.571429,0.046539683
2015-09-20 7:00,SR1,4500,4500,2,4290.571429,0.046539683
2015-09-20 8:00,SR1,4500,4500,3,4290.571429,0.046539683
2015-09-20 9:00,SR1,4500,4500,4,4353.571429,0.032539683
2015-09-20 10:00,SR1,4500,4401,5,4339.428571,0.03568254
2015-09-20 11:00,SR1,4500,4500,6,4435.714286,0.014285714
2015-09-20 12:00,SR1,4500,4500,7,4435.714286,0.014285714
2015-09-20 13:00,SR1,4500,4210,1,4444.428571,0.012349206
2015-09-20 14:00,SR1,4500,3742,2,4336.142857,0.036412698
2015-09-20 15:00,SR1,4500,4500,3,4336.142857,0.036412698
2015-09-20 16:00,SR1,4500,4500,4,4336.142857,0.036412698
2015-09-20 17:00,SR1,4500,4500,5,4350.285714,0.033269841
2015-09-20 18:00,SR1,4500,4173,6,4303.571429,0.043650794
2015-09-20 19:00,SR1,4500,4075,7,4242.857143,0.057142857
2015-09-20 20:00,SR1,4500,4075,1,4223.571429,0.061428571
2015-09-20 21:00,SR1,4500,4075,2,4271.142857,0.050857143
2015-09-20 22:00,SR1,4500,4075,3,4210.428571,0.064349206
2015-09-20 23:00,SR1,4500,4075,4,4149.714286,0.07784127
2015-09-21 0:00,SR1,4500,4075,5,4089,0.091333333
2015-09-21 1:00,SR1,4500,4075,6,4075,0.094444444
2015-09-21 2:00,SR1,4500,4075,7,4075,0.094444444
2015-09-21 3:00,SR1,4500,4075,1,4075,0.094444444
2015-09-21 4:00,SR1,4500,4075,2,4075,0.094444444
2015-09-21 5:00,SR1,4500,4075,3,4075,0.094444444
2015-09-21 6:00,SR1,4500,4075,4,4075,0.094444444
2015-09-21 7:00,SR1,4500,4075,5,4075,0.094444444
2015-09-21 8:00,SR1,4500,4075,6,4075,0.094444444
2015-09-21 9:00,SR1,4500,4075,7,4075,0.094444444
2015-09-21 10:00,SR1,4500,4075,1,4075,0.094444444
2015-09-21 11:00,SR1,4500,4075,2,4075,0.094444444
2015-09-21 12:00,SR1,4500,4420,3,4124.285714,0.083492063
2015-09-21 13:00,SR1,4500,4500,4,4185,0.07
2015-09-21 14:00,SR1,4500,4500,5,4245.714286,0.056507937
2015-09-21 15:00,SR1,4500,4500,6,4306.428571,0.043015873
2015-09-21 16:00,SR1,4500,4073,7,4306.142857,0.043079365
2015-09-21 17:00,SR1,4500,3942,1,4287.142857,0.047301587
2015-09-21 18:00,SR1,4500,4420,2,4336.428571,0.036349206
2015-09-21 19:00,SR1,4500,4500,3,4347.857143,0.033809524
2015-09-21 20:00,SR1,4500,4500,4,4347.857143,0.033809524
2015-09-21 21:00,SR1,4500,4500,5,4347.857143,0.033809524
2015-09-21 22:00,SR1,4500,4073,6,4286.857143,0.047365079
2015-09-21 23:00,SR1,4500,3859,7,4256.285714,0.05415873
2015-09-22 0:00,SR1,4500,4500,1,4336,0.036444444
2015-09-22 1:00,SR1,4500,4407,2,4334.142857,0.036857143
2015-09-22 2:00,SR1,4500,4500,3,4334.142857,0.036857143
2015-09-22 3:00,SR1,4500,4500,4,4334.142857,0.036857143
2015-09-22 4:00,SR1,4500,4287,5,4303.714286,0.043619048
2015-09-22 5:00,SR1,4500,4500,6,4364.714286,0.030063492
2015-09-22 6:00,SR1,4500,4500,7,4456.285714,0.009714286
2015-09-22 7:00,SR1,4500,4125,1,4402.714286,0.021619048
2015-09-22 8:00,SR1,4500,3717,2,4304.142857,0.04352381
2015-09-22 9:00,SR1,4500,4107,3,4248,0.056
2015-09-22 10:00,SR1,4500,4500,4,4248,0.056
2015-09-22 11:00,SR1,4500,4286,5,4247.857143,0.056031746
2015-09-22 12:00,SR1,4500,4278,6,4216.142857,0.063079365
2015-09-22 13:00,SR1,4500,4500,7,4216.142857,0.063079365
2015-09-22 14:00,SR1,4500,4110,1,4214,0.063555556
2015-09-22 15:00,SR1,4500,4032,2,4259,0.053555556
2015-09-22 16:00,SR1,4500,4454,3,4308.571429,0.042539683
2015-09-22 17:00,SR1,4500,3986,4,4235.142857,0.058857143
2015-09-22 18:00,SR1,4500,4103,5,4209,0.064666667
2015-09-22 19:00,SR1,4500,4260,6,4206.428571,0.065238095
2015-09-22 20:00,SR1,4500,3299,7,4034.857143,0.103365079
2015-09-22 21:00,SR1,4500,4500,1,4090.571429,0.090984127
2015-09-22 22:00,SR1,4500,4437,2,4148.428571,0.078126984
2015-09-22 23:00,SR1,4500,4500,3,4155,0.076666667
2015-09-23 0:00,SR1,4500,4500,4,4228.428571,0.060349206
2015-09-23 1:00,SR1,4500,4500,5,4285.142857,0.047746032
2015-09-23 2:00,SR1,4500,4500,6,4319.428571,0.040126984
2015-09-23 3:00,SR1,4500,4500,7,4491,0.002
2015-09-23 4:00,SR1,4500,3600,1,4362.428571,0.030571429
2015-09-23 5:00,SR1,4500,4315,2,4345,0.034444444
2015-09-23 6:00,SR1,4500,4500,3,4345,0.034444444
2015-09-23 7:00,SR1,4500,4345,4,4322.857143,0.039365079
2015-09-23 8:00,SR1,4500,3836,5,4228,0.060444444
2015-09-23 9:00,SR1,4500,4357,6,4207.571429,0.064984127
2015-09-23 10:00,SR1,4500,4401,7,4193.428571,0.068126984
2015-09-23 11:00,SR1,4500,4402,1,4308,0.042666667
2015-09-23 12:00,SR1,4500,4274,2,4302.142857,0.043968254
2015-09-23 13:00,SR1,4500,4210,3,4260.714286,0.053174603
2015-09-23 14:00,SR1,4500,3777,4,4179.571429,0.071206349
2015-09-23 15:00,SR1,4500,4247,5,4238.285714,0.05815873
2015-09-23 16:00,SR1,4500,4111,6,4203.142857,0.065968254
2015-09-23 17:00,SR1,4500,4231,7,4178.857143,0.071365079
2015-09-23 18:00,SR1,4500,4500,1,4192.857143,0.068253968
2015-09-23 19:00,SR1,4500,4015,2,4155.857143,0.07647619
2015-09-23 20:00,SR1,4500,4500,3,4197.285714,0.067269841
2015-09-23 21:00,SR1,4500,4500,4,4300.571429,0.04431746
2015-09-23 22:00,SR1,4500,3398,5,4179.285714,0.071269841
2015-09-23 23:00,SR1,4500,4500,6,4234.857143,0.058920635
2015-09-24 0:00,SR1,4500,4500,7,4273.285714,0.050380952
2015-09-24 1:00,SR1,4500,4500,1,4273.285714,0.050380952
2015-09-24 2:00,SR1,4500,3971,2,4267,0.051777778
2015-09-24 3:00,SR1,4500,4114,3,4211.857143,0.064031746
2015-09-24 4:00,SR1,4500,3990,4,4139,0.080222222
2015-09-24 5:00,SR1,4500,4500,5,4296.428571,0.045238095
2015-09-24 6:00,SR1,4500,4445,6,4288.571429,0.046984127
2015-09-24 7:00,SR1,4500,4500,7,4288.571429,0.046984127
2015-09-24 8:00,SR1,4500,4500,1,4288.571429,0.046984127
2015-09-24 9:00,SR1,4500,4467,2,4359.428571,0.031238095
2015-09-24 10:00,SR1,4500,3956,3,4336.857143,0.036253968
2015-09-24 11:00,SR1,4500,4347,4,4387.857143,0.024920635
2015-09-24 12:00,SR1,4500,3896,5,4301.571429,0.044095238
2015-09-24 13:00,SR1,4500,4500,6,4309.428571,0.042349206
2015-09-24 14:00,SR1,4500,4500,7,4309.428571,0.042349206
2015-09-24 15:00,SR1,4500,4478,1,4306.285714,0.043047619
2015-09-24 16:00,SR1,4500,4500,2,4311,0.042
2015-09-24 17:00,SR1,4500,4500,3,4388.714286,0.024730159
2015-09-24 18:00,SR1,4500,4321,4,4385,0.025555556
2015-09-24 19:00,SR1,4500,4500,5,4471.285714,0.006380952
2015-09-24 20:00,SR1,4500,4500,6,4471.285714,0.006380952
2015-09-24 21:00,SR1,4500,3668,7,4352.428571,0.032793651
2015-09-24 22:00,SR1,4500,4500,1,4355.571429,0.032095238
2015-09-24 23:00,SR1,4500,4500,2,4355.571429,0.032095238
2015-09-25 0:00,SR1,4500,4500,3,4355.571429,0.032095238
2015-09-25 1:00,SR1,4500,4500,4,4381.142857,0.026412698
2015-09-25 2:00,SR1,4500,4089,5,4322.428571,0.039460317
2015-09-25 3:00,SR1,4500,4500,6,4322.428571,0.039460317
2015-09-25 4:00,SR1,4500,4500,7,4441.285714,0.013047619
2015-09-25 5:00,SR1,4500,4500,1,4441.285714,0.013047619
2015-09-25 6:00,SR1,4500,4187,2,4396.571429,0.022984127
2015-09-25 7:00,SR1,4500,3948,3,4317.714286,0.040507937
2015-09-25 8:00,SR1,4500,4500,4,4317.714286,0.040507937
2015-09-25 9:00,SR1,4500,3967,5,4300.285714,0.044380952
2015-09-25 10:00,SR1,4500,4252,6,4264.857143,0.052253968
2015-09-25 11:00,SR1,4500,4500,7,4264.857143,0.052253968
2015-09-25 12:00,SR1,4500,4500,1,4264.857143,0.052253968
2015-09-25 13:00,SR1,4500,4500,2,4309.571429,0.04231746
2015-09-25 14:00,SR1,4500,3595,3,4259.142857,0.05352381
2015-09-25 15:00,SR1,4500,4500,4,4259.142857,0.05352381
2015-09-25 16:00,SR1,4500,4500,5,4335.285714,0.036603175
2015-09-25 17:00,SR1,4500,4500,6,4370.714286,0.028730159
2015-09-25 18:00,SR1,4500,4115,7,4315.714286,0.040952381
2015-09-25 19:00,SR1,4500,4005,1,4245,0.056666667
2015-09-25 20:00,SR1,4500,4254,2,4209.857143,0.06447619
2015-09-25 21:00,SR1,4500,4500,3,4339.142857,0.035746032
2015-09-25 22:00,SR1,4500,4500,4,4339.142857,0.035746032
2015-09-25 23:00,SR1,4500,4285,5,4308.428571,0.042571429
2015-09-26 0:00,SR1,4500,4500,6,4308.428571,0.042571429
2015-09-26 1:00,SR1,4500,3838,7,4268.857143,0.051365079
2015-09-26 2:00,SR1,4500,4500,1,4339.571429,0.035650794
2015-09-26 3:00,SR1,4500,4435,2,4365.428571,0.029904762
2015-09-26 4:00,SR1,4500,4500,3,4365.428571,0.029904762
2015-09-26 5:00,SR1,4500,4467,4,4360.714286,0.030952381
2015-09-26 6:00,SR1,4500,4500,5,4391.428571,0.024126984
2015-09-26 7:00,SR1,4500,4092,6,4333.142857,0.037079365
2015-09-26 8:00,SR1,4500,4401,7,4413.571429,0.019206349
2015-09-26 9:00,SR1,4500,4500,1,4413.571429,0.019206349
2015-09-26 10:00,SR1,4500,4500,2,4422.857143,0.017142857
2015-09-26 11:00,SR1,4500,4500,3,4422.857143,0.017142857
2015-09-26 12:00,SR1,4500,3674,4,4309.571429,0.04231746
2015-09-26 13:00,SR1,4500,4077,5,4249.142857,0.055746032
2015-09-26 14:00,SR1,4500,4395,6,4292.428571,0.046126984
2015-09-26 15:00,SR1,4500,4446,7,4298.857143,0.044698413
2015-09-26 16:00,SR1,4500,4245,1,4262.428571,0.052793651
2015-09-26 17:00,SR1,4500,4500,2,4262.428571,0.052793651
2015-09-26 18:00,SR1,4500,3348,3,4097.857143,0.089365079
2015-09-26 19:00,SR1,4500,4077,4,4155.428571,0.076571429
2015-09-26 20:00,SR1,4500,4500,5,4215.857143,0.063142857
2015-09-26 21:00,SR1,4500,4500,6,4230.857143,0.059809524
2015-09-26 22:00,SR1,4500,4500,7,4238.571429,0.058095238
2015-09-26 23:00,SR1,4500,4173,1,4228.285714,0.060380952
2015-09-27 0:00,SR1,4500,4500,2,4228.285714,0.060380952
2015-09-27 1:00,SR1,4500,3432,3,4240.285714,0.057714286
2015-09-27 2:00,SR1,4500,3781,4,4198,0.067111111
2015-09-27 3:00,SR1,4500,4500,5,4198,0.067111111
2015-09-27 4:00,SR1,4500,4114,6,4142.857143,0.079365079
2015-09-27 5:00,SR1,4500,4500,7,4142.857143,0.079365079
2015-09-27 6:00,SR1,4500,4500,1,4189.571429,0.068984127
2015-09-27 7:00,SR1,4500,4164,2,4141.571429,0.079650794
2015-09-27 8:00,SR1,4500,4500,3,4294.142857,0.045746032
2015-09-27 9:00,SR1,4500,4500,4,4396.857143,0.022920635
2015-09-27 10:00,SR1,4500,4500,5,4396.857143,0.022920635
2015-09-27 11:00,SR1,4500,4486,6,4450,0.011111111
2015-09-27 12:00,SR1,4500,4092,7,4391.714286,0.024063492
2015-09-27 13:00,SR1,4500,3968,1,4315.714286,0.040952381
2015-09-27 14:00,SR1,4500,4500,2,4363.714286,0.030285714
2015-09-27 15:00,SR1,4500,4500,3,4363.714286,0.030285714
2015-09-27 16:00,SR1,4500,4500,4,4363.714286,0.030285714
2015-09-27 17:00,SR1,4500,4163,5,4315.571429,0.040984127
2015-09-27 18:00,SR1,4500,4500,6,4317.571429,0.040539683
2015-09-27 19:00,SR1,4500,4500,7,4375.857143,0.027587302
2015-09-27 20:00,SR1,4500,4500,1,4451.857143,0.010698413
2015-09-27 21:00,SR1,4500,4338,2,4428.714286,0.01584127
2015-09-27 22:00,SR1,4500,4395,3,4413.714286,0.019174603
2015-09-27 23:00,SR1,4500,4500,4,4413.714286,0.019174603
2015-09-28 0:00,SR1,4500,4103,5,4405.142857,0.021079365
2015-09-28 1:00,SR1,4500,4500,6,4405.142857,0.021079365
2015-09-28 2:00,SR1,4500,4500,7,4405.142857,0.021079365
2015-09-28 3:00,SR1,4500,4500,1,4405.142857,0.021079365
2015-09-28 4:00,SR1,4500,4500,2,4428.285714,0.015936508
2015-09-28 5:00,SR1,4500,4500,3,4443.285714,0.012603175
2015-09-28 6:00,SR1,4500,4500,4,4443.285714,0.012603175
2015-09-28 7:00,SR1,4500,3679,5,4382.714286,0.026063492
2015-09-28 8:00,SR1,4500,4500,6,4382.714286,0.026063492
2015-09-28 9:00,SR1,4500,4478,7,4379.571429,0.026761905
2015-09-28 10:00,SR1,4500,4349,1,4358,0.031555556
2015-09-28 11:00,SR1,4500,4500,2,4358,0.031555556
2015-09-28 12:00,SR1,4500,4500,3,4358,0.031555556
2015-09-28 13:00,SR1,4500,4500,4,4358,0.031555556
2015-09-28 14:00,SR1,4500,4500,5,4475.285714,0.005492063
2015-09-28 15:00,SR1,4500,4500,6,4475.285714,0.005492063
2015-09-28 16:00,SR1,4500,4292,7,4448.714286,0.011396825
2015-09-28 17:00,SR1,4500,4161,1,4421.857143,0.017365079
2015-09-28 18:00,SR1,4500,4500,2,4421.857143,0.017365079
2015-09-28 19:00,SR1,4500,4500,3,4421.857143,0.017365079
2015-09-28 20:00,SR1,4500,4092,4,4363.571429,0.03031746
2015-09-28 21:00,SR1,4500,4495,5,4362.857143,0.03047619
2015-09-28 22:00,SR1,4500,4500,6,4362.857143,0.03047619
2015-09-28 23:00,SR1,4500,4500,7,4392.571429,0.023873016
2015-09-29 0:00,SR1,4500,4500,1,4441,0.013111111
2015-09-29 1:00,SR1,4500,4045,2,4376,0.027555556
2015-09-29 2:00,SR1,4500,3684,3,4259.428571,0.053460317
2015-09-29 3:00,SR1,4500,4500,4,4317.714286,0.040507937
2015-09-29 4:00,SR1,4500,4500,5,4318.428571,0.040349206
2015-09-29 5:00,SR1,4500,4500,6,4318.428571,0.040349206
2015-09-29 6:00,SR1,4500,4240,7,4281.285714,0.048603175
2015-09-29 7:00,SR1,4500,4500,1,4281.285714,0.048603175
2015-09-29 8:00,SR1,4500,3889,2,4259,0.053555556
2015-09-29 9:00,SR1,4500,4434,3,4366.142857,0.029746032
2015-09-29 10:00,SR1,4500,3429,4,4213.142857,0.063746032
2015-09-29 11:00,SR1,4500,4500,5,4213.142857,0.063746032
2015-09-29 12:00,SR1,4500,4390,6,4197.428571,0.067238095
2015-09-29 13:00,SR1,4500,4500,7,4234.571429,0.058984127
2015-09-29 14:00,SR1,4500,4500,1,4234.571429,0.058984127
2015-09-29 15:00,SR1,4500,4500,2,4321.857143,0.039587302
2015-09-29 16:00,SR1,4500,4500,3,4331.285714,0.037492063
